test_id,adult_males,subadult_males,adult_females,juveniles,pups
4773,5,4,18,3,37
4774,5,4,169,92,409
4775,5,4,9,1,18
4776,5,4,10,15,17
4777,5,4,19,4,43
4778,0,0,0,0,0
4779,5,4,15,5,40
4780,5,4,1,15,10
4781,5,4,13,15,14
4782,5,4,5,1,15
4783,1,4,147,48,264
4784,5,4,22,46,30
4785,5,4,7,15,8
4786,5,4,26,15,11
4787,5,4,1,15,11
4788,5,4,4,15,4
4789,5,4,26,15,11
4790,5,4,26,15,11
4791,5,4,26,15,1
4792,5,4,26,15,11
4793,5,4,11,15,15
4794,5,4,2,15,22
4795,5,4,3,1,5
4796,5,4,28,20,31
4797,5,4,5,15,2
4798,5,4,31,5,44
4799,5,4,52,5,55
4800,5,4,26,15,11
4801,5,4,26,15,11
4802,5,4,3,15,4
4803,5,4,4,7,12
4804,5,4,25,2,51
4805,5,4,10,1,18
4806,5,4,3,15,2
4807,5,4,13,2,49
4808,5,4,3,15,2
4809,5,4,26,15,11
4810,5,4,2,1,4
4811,5,4,2,15,11
4812,5,4,17,2,25
4813,5,4,19,3,30
4814,5,4,26,15,4
4815,5,4,13,1,10
4816,5,4,50,26,94
4817,5,4,26,15,11
4818,5,4,26,15,11
4819,5,4,38,3,39
4820,5,4,4,15,4
4821,5,4,168,91,219
4822,5,4,26,15,1
4823,5,4,47,6,99
4824,5,4,2,1,11
4825,1,4,90,34,170
4826,0,0,0,0,0
4827,5,4,11,2,7
4828,5,4,21,15,28
4829,5,4,26,15,11
4830,5,4,26,15,11
4831,5,4,53,11,68
4832,5,4,26,15,11
4833,5,4,4,2,6
4834,5,4,36,9,55
4835,0,0,0,0,0
4836,5,4,86,40,145
4837,5,4,1,15,11
4838,5,4,35,14,70
4839,5,4,315,99,325
4840,5,4,112,27,72
4841,5,4,34,7,30
4842,5,4,8,3,3
4843,5,4,26,15,2
4844,5,4,13,6,18
4845,5,4,2,15,4
4846,5,4,3,3,3
4847,5,4,1,1,4
4848,5,4,7,2,10
4849,5,4,1,15,1
4850,5,4,35,11,66
4851,5,4,26,15,11
4852,5,4,26,15,1
4853,5,4,2,1,2
4854,5,4,4,15,2
4855,5,4,2,1,1
4856,5,4,96,34,146
4857,5,4,2,15,11
4858,5,4,7,15,14
4859,5,4,26,15,11
4860,5,4,35,2,8
4861,5,4,5,15,5
4862,5,4,2,15,4
4863,5,4,12,2,26
4864,5,4,30,2,22
4865,5,4,85,45,185
4866,5,4,13,15,13
4867,5,4,140,35,107
4868,5,4,1,15,2
4869,5,4,13,1,19
4870,5,4,1,15,3
4871,5,4,7,15,1
4872,5,4,2,15,5
4873,5,4,6,2,12
4874,5,4,26,15,11
4875,5,4,6,3,11
4876,5,4,26,1,11
4877,5,4,11,1,12
4878,5,4,1,1,2
4879,5,4,8,15,2
4880,5,4,19,2,28
4881,5,4,26,15,7
4882,5,4,114,41,98
4883,5,4,26,15,11
4884,5,4,2,15,2
4885,5,4,44,9,10
4886,5,4,10,3,10
4887,5,4,6,15,12
4888,5,4,28,4,49
4889,5,4,49,10,38
4890,5,4,9,2,31
4891,5,4,6,4,19
4892,5,4,6,5,11
4893,5,4,40,16,42
4894,5,4,26,15,11
4895,5,4,26,15,11
4896,5,4,11,1,23
4897,5,4,3,15,3
4898,5,4,23,1,26
4899,5,4,56,14,66
4900,5,4,4,15,1
4901,5,4,1,15,2
4902,5,4,26,15,11
4903,5,4,26,15,11
4904,5,4,26,15,1
4905,5,4,1,15,11
4906,5,4,68,40,121
4907,5,4,4,15,9
4908,5,4,30,4,83
4909,5,4,2,2,11
4910,5,4,3,1,8
4911,5,4,19,1,14
4912,5,4,5,15,8
4913,5,4,161,116,355
4914,5,4,16,1,9
4915,5,4,26,15,11
4916,5,4,24,11,42
4917,5,4,26,15,11
4918,5,4,1,15,11
4919,5,4,26,15,11
4920,5,4,4,15,4
4921,5,4,40,9,68
4922,5,4,58,46,133
4923,5,4,5,1,3
4924,5,4,9,2,27
4925,5,4,26,15,11
4926,5,4,5,1,1
4927,5,4,3,1,8
4928,5,4,26,15,11
4929,5,4,13,15,32
4930,5,4,8,3,5
4931,5,4,26,15,11
4932,5,4,3,15,3
4933,5,4,22,2,6
4934,5,4,1,15,11
4935,5,4,17,3,32
4936,5,4,5,3,7
4937,5,4,5,1,1
4938,5,4,7,15,2
4939,5,4,4,15,6
4940,5,4,4,15,11
4941,5,4,7,15,15
4942,5,4,16,4,28
4943,5,4,19,1,14
4944,5,4,26,15,1
4945,5,4,23,3,13
4946,5,4,26,15,11
4947,5,4,64,39,201
4948,5,4,121,77,300
4949,5,4,1,15,1
4950,5,4,3,3,6
4951,5,4,1,15,1
4952,5,4,26,15,11
4953,5,4,30,7,40
4954,5,4,26,15,11
4955,5,4,26,15,11
4956,5,4,26,15,11
4957,5,4,27,25,51
4958,5,4,26,15,11
4959,5,4,4,1,3
4960,5,4,26,15,1
4961,5,4,53,13,47
4962,5,4,1,15,11
4963,5,4,1,15,11
4964,5,4,58,11,52
4965,5,4,40,1,11
4966,5,4,37,7,97
4967,5,4,8,15,1
4968,5,4,21,8,29
4969,5,4,64,14,51
4970,5,4,41,36,156
4971,5,4,39,5,22
4972,5,4,26,15,1
4973,5,4,1,15,11
4974,5,4,1,15,11
4975,5,4,26,15,11
4976,5,4,15,1,13
4977,5,4,8,3,38
4978,5,4,7,2,15
4979,5,4,1,1,11
4980,5,4,26,15,11
4981,5,4,39,21,124
4982,5,4,12,4,30
4983,5,4,1,15,11
4984,5,4,75,11,71
4985,5,4,2,15,4
4986,5,4,26,1,2
4987,5,4,41,2,17
4988,5,4,12,15,26
4989,5,4,24,7,52
4990,5,4,4,15,11
4991,5,4,2,15,6
4992,5,4,12,4,17
4993,5,4,26,15,11
4994,5,4,6,15,7
4995,5,4,68,32,119
4996,5,4,94,18,192
4997,5,4,1,15,11
4998,5,4,1,15,11
4999,5,4,6,15,20
5000,5,4,29,16,49
5001,5,4,26,15,11
5002,5,4,26,15,11
5003,5,4,26,15,11
5004,5,4,26,15,11
5005,5,4,26,15,11
5006,5,4,26,15,11
5007,5,4,26,15,11
5008,5,4,26,15,11
5009,5,4,26,15,11
5010,5,4,26,15,11
5011,5,4,26,15,11
5012,5,4,26,15,11
5013,5,4,26,15,11
5014,5,4,26,15,11
5015,5,4,26,15,11
5016,5,4,26,15,11
5017,5,4,26,15,11
5018,5,4,26,15,11
5019,5,4,26,15,11
5020,5,4,26,15,11
5021,5,4,26,15,11
5022,5,4,26,15,11
5023,5,4,26,15,11
5024,5,4,26,15,11
5025,5,4,26,15,11
5026,5,4,26,15,11
5027,5,4,26,15,11
5028,5,4,26,15,11
5029,5,4,26,15,11
5030,5,4,26,15,11
5031,5,4,26,15,11
5032,5,4,26,15,11
5033,5,4,26,15,11
5034,5,4,26,15,11
5035,5,4,26,15,11
5036,5,4,26,15,11
5037,5,4,26,15,11
5038,5,4,26,15,11
5039,5,4,26,15,11
5040,5,4,26,15,11
5041,5,4,26,15,11
5042,5,4,26,15,11
5043,5,4,26,15,11
5044,5,4,26,15,11
5045,5,4,26,15,11
5046,5,4,26,15,11
5047,5,4,26,15,11
5048,5,4,26,15,11
5049,5,4,26,15,11
5050,5,4,26,15,11
5051,5,4,26,15,11
5052,5,4,26,15,11
5053,5,4,26,15,11
5054,5,4,26,15,11
5055,5,4,26,15,11
5056,5,4,26,15,11
5057,5,4,26,15,11
5058,5,4,26,15,11
5059,5,4,26,15,11
5060,5,4,26,15,11
5061,5,4,26,15,11
5062,5,4,26,15,11
5063,5,4,26,15,11
5064,5,4,26,15,11
5065,5,4,26,15,11
5066,5,4,26,15,11
5067,5,4,26,15,11
5068,5,4,26,15,11
5069,5,4,26,15,11
5070,5,4,26,15,11
5071,5,4,26,15,11
5072,5,4,26,15,11
5073,5,4,26,15,11
5074,5,4,26,15,11
5075,5,4,26,15,11
5076,5,4,26,15,11
5077,5,4,26,15,11
5078,5,4,26,15,11
5079,5,4,26,15,11
5080,5,4,26,15,11
5081,5,4,26,15,11
5082,5,4,26,15,11
5083,5,4,26,15,11
5084,5,4,26,15,11
5085,5,4,26,15,11
5086,5,4,26,15,11
5087,5,4,26,15,11
5088,5,4,26,15,11
5089,5,4,26,15,11
5090,5,4,26,15,11
5091,5,4,26,15,11
5092,5,4,26,15,11
5093,5,4,26,15,11
5094,5,4,26,15,11
5095,5,4,26,15,11
5096,5,4,26,15,11
5097,5,4,26,15,11
5098,5,4,26,15,11
5099,5,4,26,15,11
5100,5,4,26,15,11
5101,5,4,26,15,11
5102,5,4,26,15,11
5103,5,4,26,15,11
5104,5,4,26,15,11
5105,5,4,26,15,11
5106,5,4,26,15,11
5107,5,4,26,15,11
5108,5,4,26,15,11
5109,5,4,26,15,11
5110,5,4,26,15,11
5111,5,4,26,15,11
5112,5,4,26,15,11
5113,5,4,26,15,11
5114,5,4,26,15,11
5115,5,4,26,15,11
5116,5,4,26,15,11
5117,5,4,26,15,11
5118,5,4,26,15,11
5119,5,4,26,15,11
5120,5,4,26,15,11
5121,5,4,26,15,11
5122,5,4,26,15,11
5123,5,4,26,15,11
5124,5,4,26,15,11
5125,5,4,26,15,11
5126,5,4,26,15,11
5127,5,4,26,15,11
5128,5,4,26,15,11
5129,5,4,26,15,11
5130,5,4,26,15,11
5131,5,4,26,15,11
5132,5,4,26,15,11
5133,5,4,26,15,11
5134,5,4,26,15,11
5135,5,4,26,15,11
5136,5,4,26,15,11
5137,5,4,26,15,11
5138,5,4,26,15,11
5139,5,4,26,15,11
5140,5,4,26,15,11
5141,5,4,26,15,11
5142,5,4,26,15,11
5143,5,4,26,15,11
5144,5,4,26,15,11
5145,5,4,26,15,11
5146,5,4,26,15,11
5147,5,4,26,15,11
5148,5,4,26,15,11
5149,5,4,26,15,11
5150,5,4,26,15,11
5151,5,4,26,15,11
5152,5,4,26,15,11
5153,5,4,26,15,11
5154,5,4,26,15,11
5155,5,4,26,15,11
5156,5,4,26,15,11
5157,5,4,26,15,11
5158,5,4,26,15,11
5159,5,4,26,15,11
5160,5,4,26,15,11
5161,5,4,26,15,11
5162,5,4,26,15,11
5163,5,4,26,15,11
5164,5,4,26,15,11
5165,5,4,26,15,11
5166,5,4,26,15,11
5167,5,4,26,15,11
5168,5,4,26,15,11
5169,5,4,26,15,11
5170,5,4,26,15,11
5171,5,4,26,15,11
5172,5,4,26,15,11
5173,5,4,26,15,11
5174,5,4,26,15,11
5175,5,4,26,15,11
5176,5,4,26,15,11
5177,5,4,26,15,11
5178,5,4,26,15,11
5179,5,4,26,15,11
5180,5,4,26,15,11
5181,5,4,26,15,11
5182,5,4,26,15,11
5183,5,4,26,15,11
5184,5,4,26,15,11
5185,5,4,26,15,11
5186,5,4,26,15,11
5187,5,4,26,15,11
5188,5,4,26,15,11
5189,5,4,26,15,11
5190,5,4,26,15,11
5191,5,4,26,15,11
5192,5,4,26,15,11
5193,5,4,26,15,11
5194,5,4,26,15,11
5195,5,4,26,15,11
5196,5,4,26,15,11
5197,5,4,26,15,11
5198,5,4,26,15,11
5199,5,4,26,15,11
5200,5,4,26,15,11
5201,5,4,26,15,11
5202,5,4,26,15,11
5203,5,4,26,15,11
5204,5,4,26,15,11
5205,5,4,26,15,11
5206,5,4,26,15,11
5207,5,4,26,15,11
5208,5,4,26,15,11
5209,5,4,26,15,11
5210,5,4,26,15,11
5211,5,4,26,15,11
5212,5,4,26,15,11
5213,5,4,26,15,11
5214,5,4,26,15,11
5215,5,4,26,15,11
5216,5,4,26,15,11
5217,5,4,26,15,11
5218,5,4,26,15,11
5219,5,4,26,15,11
5220,5,4,26,15,11
5221,5,4,26,15,11
5222,5,4,26,15,11
5223,5,4,26,15,11
5224,5,4,26,15,11
5225,5,4,26,15,11
5226,5,4,26,15,11
5227,5,4,26,15,11
5228,5,4,26,15,11
5229,5,4,26,15,11
5230,5,4,26,15,11
5231,5,4,26,15,11
5232,5,4,26,15,11
5233,5,4,26,15,11
5234,5,4,26,15,11
5235,5,4,26,15,11
5236,5,4,26,15,11
5237,5,4,26,15,11
5238,5,4,26,15,11
5239,5,4,26,15,11
5240,5,4,26,15,11
5241,5,4,26,15,11
5242,5,4,26,15,11
5243,5,4,26,15,11
5244,5,4,26,15,11
5245,5,4,26,15,11
5246,5,4,26,15,11
5247,5,4,26,15,11
5248,5,4,26,15,11
5249,5,4,26,15,11
5250,5,4,26,15,11
5251,5,4,26,15,11
5252,5,4,26,15,11
5253,5,4,26,15,11
5254,5,4,26,15,11
5255,5,4,26,15,11
5256,5,4,26,15,11
5257,5,4,26,15,11
5258,5,4,26,15,11
5259,5,4,26,15,11
5260,5,4,26,15,11
5261,5,4,26,15,11
5262,5,4,26,15,11
5263,5,4,26,15,11
5264,5,4,26,15,11
5265,5,4,26,15,11
5266,5,4,26,15,11
5267,5,4,26,15,11
5268,5,4,26,15,11
5269,5,4,26,15,11
5270,5,4,26,15,11
5271,5,4,26,15,11
5272,5,4,26,15,11
5273,5,4,26,15,11
5274,5,4,26,15,11
5275,5,4,26,15,11
5276,5,4,26,15,11
5277,5,4,26,15,11
5278,5,4,26,15,11
5279,5,4,26,15,11
5280,5,4,26,15,11
5281,5,4,26,15,11
5282,5,4,26,15,11
5283,5,4,26,15,11
5284,5,4,26,15,11
5285,5,4,26,15,11
5286,5,4,26,15,11
5287,5,4,26,15,11
5288,5,4,26,15,11
5289,5,4,26,15,11
5290,5,4,26,15,11
5291,5,4,26,15,11
5292,5,4,26,15,11
5293,5,4,26,15,11
5294,5,4,26,15,11
5295,5,4,26,15,11
5296,5,4,26,15,11
5297,5,4,26,15,11
5298,5,4,26,15,11
5299,5,4,26,15,11
5300,5,4,26,15,11
5301,5,4,26,15,11
5302,5,4,26,15,11
5303,5,4,26,15,11
5304,5,4,26,15,11
5305,5,4,26,15,11
5306,5,4,26,15,11
5307,5,4,26,15,11
5308,5,4,26,15,11
5309,5,4,26,15,11
5310,5,4,26,15,11
5311,5,4,26,15,11
5312,5,4,26,15,11
5313,5,4,26,15,11
5314,5,4,26,15,11
5315,5,4,26,15,11
5316,5,4,26,15,11
5317,5,4,26,15,11
5318,5,4,26,15,11
5319,5,4,26,15,11
5320,5,4,26,15,11
5321,5,4,26,15,11
5322,5,4,26,15,11
5323,5,4,26,15,11
5324,5,4,26,15,11
5325,5,4,26,15,11
5326,5,4,26,15,11
5327,5,4,26,15,11
5328,5,4,26,15,11
5329,5,4,26,15,11
5330,5,4,26,15,11
5331,5,4,26,15,11
5332,5,4,26,15,11
5333,5,4,26,15,11
5334,5,4,26,15,11
5335,5,4,26,15,11
5336,5,4,26,15,11
5337,5,4,26,15,11
5338,5,4,26,15,11
5339,5,4,26,15,11
5340,5,4,26,15,11
5341,5,4,26,15,11
5342,5,4,26,15,11
5343,5,4,26,15,11
5344,5,4,26,15,11
5345,5,4,26,15,11
5346,5,4,26,15,11
5347,5,4,26,15,11
5348,5,4,26,15,11
5349,5,4,26,15,11
5350,5,4,26,15,11
5351,5,4,26,15,11
5352,5,4,26,15,11
5353,5,4,26,15,11
5354,5,4,26,15,11
5355,5,4,26,15,11
5356,5,4,26,15,11
5357,5,4,26,15,11
5358,5,4,26,15,11
5359,5,4,26,15,11
5360,5,4,26,15,11
5361,5,4,26,15,11
5362,5,4,26,15,11
5363,5,4,26,15,11
5364,5,4,26,15,11
5365,5,4,26,15,11
5366,5,4,26,15,11
5367,5,4,26,15,11
5368,5,4,26,15,11
5369,5,4,26,15,11
5370,5,4,26,15,11
5371,5,4,26,15,11
5372,5,4,26,15,11
5373,5,4,26,15,11
5374,5,4,26,15,11
5375,5,4,26,15,11
5376,5,4,26,15,11
5377,5,4,26,15,11
5378,5,4,26,15,11
5379,5,4,26,15,11
5380,5,4,26,15,11
5381,5,4,26,15,11
5382,5,4,26,15,11
5383,5,4,26,15,11
5384,5,4,26,15,11
5385,5,4,26,15,11
5386,5,4,26,15,11
5387,5,4,26,15,11
5388,5,4,26,15,11
5389,5,4,26,15,11
5390,5,4,26,15,11
5391,5,4,26,15,11
5392,5,4,26,15,11
5393,5,4,26,15,11
5394,5,4,26,15,11
5395,5,4,26,15,11
5396,5,4,26,15,11
5397,5,4,26,15,11
5398,5,4,26,15,11
5399,5,4,26,15,11
5400,5,4,26,15,11
5401,5,4,26,15,11
5402,5,4,26,15,11
5403,5,4,26,15,11
5404,5,4,26,15,11
5405,5,4,26,15,11
5406,5,4,26,15,11
5407,5,4,26,15,11
5408,5,4,26,15,11
5409,5,4,26,15,11
5410,5,4,26,15,11
5411,5,4,26,15,11
5412,5,4,26,15,11
5413,5,4,26,15,11
5414,5,4,26,15,11
5415,5,4,26,15,11
5416,5,4,26,15,11
5417,5,4,26,15,11
5418,5,4,26,15,11
5419,5,4,26,15,11
5420,5,4,26,15,11
5421,5,4,26,15,11
5422,5,4,26,15,11
5423,5,4,26,15,11
5424,5,4,26,15,11
5425,5,4,26,15,11
5426,5,4,26,15,11
5427,5,4,26,15,11
5428,5,4,26,15,11
5429,5,4,26,15,11
5430,5,4,26,15,11
5431,5,4,26,15,11
5432,5,4,26,15,11
5433,5,4,26,15,11
5434,5,4,26,15,11
5435,5,4,26,15,11
5436,5,4,26,15,11
5437,5,4,26,15,11
5438,5,4,26,15,11
5439,5,4,26,15,11
5440,5,4,26,15,11
5441,5,4,26,15,11
5442,5,4,26,15,11
5443,5,4,26,15,11
5444,5,4,26,15,11
5445,5,4,26,15,11
5446,5,4,26,15,11
5447,5,4,26,15,11
5448,5,4,26,15,11
5449,5,4,26,15,11
5450,5,4,26,15,11
5451,5,4,26,15,11
5452,5,4,26,15,11
5453,5,4,26,15,11
5454,5,4,26,15,11
5455,5,4,26,15,11
5456,5,4,26,15,11
5457,5,4,26,15,11
5458,5,4,26,15,11
5459,5,4,26,15,11
5460,5,4,26,15,11
5461,5,4,26,15,11
5462,5,4,26,15,11
5463,5,4,26,15,11
5464,5,4,26,15,11
5465,5,4,26,15,11
5466,5,4,26,15,11
5467,5,4,26,15,11
5468,5,4,26,15,11
5469,5,4,26,15,11
5470,5,4,26,15,11
5471,5,4,26,15,11
5472,5,4,26,15,11
5473,5,4,26,15,11
5474,5,4,26,15,11
5475,5,4,26,15,11
5476,5,4,26,15,11
5477,5,4,26,15,11
5478,5,4,26,15,11
5479,5,4,26,15,11
5480,5,4,26,15,11
5481,5,4,26,15,11
5482,5,4,26,15,11
5483,5,4,26,15,11
5484,5,4,26,15,11
5485,5,4,26,15,11
5486,5,4,26,15,11
5487,5,4,26,15,11
5488,5,4,26,15,11
5489,5,4,26,15,11
5490,5,4,26,15,11
5491,5,4,26,15,11
5492,5,4,26,15,11
5493,5,4,26,15,11
5494,5,4,26,15,11
5495,5,4,26,15,11
5496,5,4,26,15,11
5497,5,4,26,15,11
5498,5,4,26,15,11
5499,5,4,26,15,11
5500,5,4,26,15,11
5501,5,4,26,15,11
5502,5,4,26,15,11
5503,5,4,26,15,11
5504,5,4,26,15,11
5505,5,4,26,15,11
5506,5,4,26,15,11
5507,5,4,26,15,11
5508,5,4,26,15,11
5509,5,4,26,15,11
5510,5,4,26,15,11
5511,5,4,26,15,11
5512,5,4,26,15,11
5513,5,4,26,15,11
5514,5,4,26,15,11
5515,5,4,26,15,11
5516,5,4,26,15,11
5517,5,4,26,15,11
5518,5,4,26,15,11
5519,5,4,26,15,11
5520,5,4,26,15,11
5521,5,4,26,15,11
5522,5,4,26,15,11
5523,5,4,26,15,11
5524,5,4,26,15,11
5525,5,4,26,15,11
5526,5,4,26,15,11
5527,5,4,26,15,11
5528,5,4,26,15,11
5529,5,4,26,15,11
5530,5,4,26,15,11
5531,5,4,26,15,11
5532,5,4,26,15,11
5533,5,4,26,15,11
5534,5,4,26,15,11
5535,5,4,26,15,11
5536,5,4,26,15,11
5537,5,4,26,15,11
5538,5,4,26,15,11
5539,5,4,26,15,11
5540,5,4,26,15,11
5541,5,4,26,15,11
5542,5,4,26,15,11
5543,5,4,26,15,11
5544,5,4,26,15,11
5545,5,4,26,15,11
5546,5,4,26,15,11
5547,5,4,26,15,11
5548,5,4,26,15,11
5549,5,4,26,15,11
5550,5,4,26,15,11
5551,5,4,26,15,11
5552,5,4,26,15,11
5553,5,4,26,15,11
5554,5,4,26,15,11
5555,5,4,26,15,11
5556,5,4,26,15,11
5557,5,4,26,15,11
5558,5,4,26,15,11
5559,5,4,26,15,11
5560,5,4,26,15,11
5561,5,4,26,15,11
5562,5,4,26,15,11
5563,5,4,26,15,11
5564,5,4,26,15,11
5565,5,4,26,15,11
5566,5,4,26,15,11
5567,5,4,26,15,11
5568,5,4,26,15,11
5569,5,4,26,15,11
5570,5,4,26,15,11
5571,5,4,26,15,11
5572,5,4,26,15,11
5573,5,4,26,15,11
5574,5,4,26,15,11
5575,5,4,26,15,11
5576,5,4,26,15,11
5577,5,4,26,15,11
5578,5,4,26,15,11
5579,5,4,26,15,11
5580,5,4,26,15,11
5581,5,4,26,15,11
5582,5,4,26,15,11
5583,5,4,26,15,11
5584,5,4,26,15,11
5585,5,4,26,15,11
5586,5,4,26,15,11
5587,5,4,26,15,11
5588,5,4,26,15,11
5589,5,4,26,15,11
5590,5,4,26,15,11
5591,5,4,26,15,11
5592,5,4,26,15,11
5593,5,4,26,15,11
5594,5,4,26,15,11
5595,5,4,26,15,11
5596,5,4,26,15,11
5597,5,4,26,15,11
5598,5,4,26,15,11
5599,5,4,26,15,11
5600,5,4,26,15,11
5601,5,4,26,15,11
5602,5,4,26,15,11
5603,5,4,26,15,11
5604,5,4,26,15,11
5605,5,4,26,15,11
5606,5,4,26,15,11
5607,5,4,26,15,11
5608,5,4,26,15,11
5609,5,4,26,15,11
5610,5,4,26,15,11
5611,5,4,26,15,11
5612,5,4,26,15,11
5613,5,4,26,15,11
5614,5,4,26,15,11
5615,5,4,26,15,11
5616,5,4,26,15,11
5617,5,4,26,15,11
5618,5,4,26,15,11
5619,5,4,26,15,11
5620,5,4,26,15,11
5621,5,4,26,15,11
5622,5,4,26,15,11
5623,5,4,26,15,11
5624,5,4,26,15,11
5625,5,4,26,15,11
5626,5,4,26,15,11
5627,5,4,26,15,11
5628,5,4,26,15,11
5629,5,4,26,15,11
5630,5,4,26,15,11
5631,5,4,26,15,11
5632,5,4,26,15,11
5633,5,4,26,15,11
5634,5,4,26,15,11
5635,5,4,26,15,11
5636,5,4,26,15,11
5637,5,4,26,15,11
5638,5,4,26,15,11
5639,5,4,26,15,11
5640,5,4,26,15,11
5641,5,4,26,15,11
5642,5,4,26,15,11
5643,5,4,26,15,11
5644,5,4,26,15,11
5645,5,4,26,15,11
5646,5,4,26,15,11
5647,5,4,26,15,11
5648,5,4,26,15,11
5649,5,4,26,15,11
5650,5,4,26,15,11
5651,5,4,26,15,11
5652,5,4,26,15,11
5653,5,4,26,15,11
5654,5,4,26,15,11
5655,5,4,26,15,11
5656,5,4,26,15,11
5657,5,4,26,15,11
5658,5,4,26,15,11
5659,5,4,26,15,11
5660,5,4,26,15,11
5661,5,4,26,15,11
5662,5,4,26,15,11
5663,5,4,26,15,11
5664,5,4,26,15,11
5665,5,4,26,15,11
5666,5,4,26,15,11
5667,5,4,26,15,11
5668,5,4,26,15,11
5669,5,4,26,15,11
5670,5,4,26,15,11
5671,5,4,26,15,11
5672,5,4,26,15,11
5673,5,4,26,15,11
5674,5,4,26,15,11
5675,5,4,26,15,11
5676,5,4,26,15,11
5677,5,4,26,15,11
5678,5,4,26,15,11
5679,5,4,26,15,11
5680,5,4,26,15,11
5681,5,4,26,15,11
5682,5,4,26,15,11
5683,5,4,26,15,11
5684,5,4,26,15,11
5685,5,4,26,15,11
5686,5,4,26,15,11
5687,5,4,26,15,11
5688,5,4,26,15,11
5689,5,4,26,15,11
5690,5,4,26,15,11
5691,5,4,26,15,11
5692,5,4,26,15,11
5693,5,4,26,15,11
5694,5,4,26,15,11
5695,5,4,26,15,11
5696,5,4,26,15,11
5697,5,4,26,15,11
5698,5,4,26,15,11
5699,5,4,26,15,11
5700,5,4,26,15,11
5701,5,4,26,15,11
5702,5,4,26,15,11
5703,5,4,26,15,11
5704,5,4,26,15,11
5705,5,4,26,15,11
5706,5,4,26,15,11
5707,5,4,26,15,11
5708,5,4,26,15,11
5709,5,4,26,15,11
5710,5,4,26,15,11
5711,5,4,26,15,11
5712,5,4,26,15,11
5713,5,4,26,15,11
5714,5,4,26,15,11
5715,5,4,26,15,11
5716,5,4,26,15,11
5717,5,4,26,15,11
5718,5,4,26,15,11
5719,5,4,26,15,11
5720,5,4,26,15,11
5721,5,4,26,15,11
5722,5,4,26,15,11
5723,5,4,26,15,11
5724,5,4,26,15,11
5725,5,4,26,15,11
5726,5,4,26,15,11
5727,5,4,26,15,11
5728,5,4,26,15,11
5729,5,4,26,15,11
5730,5,4,26,15,11
5731,5,4,26,15,11
5732,5,4,26,15,11
5733,5,4,26,15,11
5734,5,4,26,15,11
5735,5,4,26,15,11
5736,5,4,26,15,11
5737,5,4,26,15,11
5738,5,4,26,15,11
5739,5,4,26,15,11
5740,5,4,26,15,11
5741,5,4,26,15,11
5742,5,4,26,15,11
5743,5,4,26,15,11
5744,5,4,26,15,11
5745,5,4,26,15,11
5746,5,4,26,15,11
5747,5,4,26,15,11
5748,5,4,26,15,11
5749,5,4,26,15,11
5750,5,4,26,15,11
5751,5,4,26,15,11
5752,5,4,26,15,11
5753,5,4,26,15,11
5754,5,4,26,15,11
5755,5,4,26,15,11
5756,5,4,26,15,11
5757,5,4,26,15,11
5758,5,4,26,15,11
5759,5,4,26,15,11
5760,5,4,26,15,11
5761,5,4,26,15,11
5762,5,4,26,15,11
5763,5,4,26,15,11
5764,5,4,26,15,11
5765,5,4,26,15,11
5766,5,4,26,15,11
5767,5,4,26,15,11
5768,5,4,26,15,11
5769,5,4,26,15,11
5770,5,4,26,15,11
5771,5,4,26,15,11
5772,5,4,26,15,11
5773,5,4,26,15,11
5774,5,4,26,15,11
5775,5,4,26,15,11
5776,5,4,26,15,11
5777,5,4,26,15,11
5778,5,4,26,15,11
5779,5,4,26,15,11
5780,5,4,26,15,11
5781,5,4,26,15,11
5782,5,4,26,15,11
5783,5,4,26,15,11
5784,5,4,26,15,11
5785,5,4,26,15,11
5786,5,4,26,15,11
5787,5,4,26,15,11
5788,5,4,26,15,11
5789,5,4,26,15,11
5790,5,4,26,15,11
5791,5,4,26,15,11
5792,5,4,26,15,11
5793,5,4,26,15,11
5794,5,4,26,15,11
5795,5,4,26,15,11
5796,5,4,26,15,11
5797,5,4,26,15,11
5798,5,4,26,15,11
5799,5,4,26,15,11
5800,5,4,26,15,11
5801,5,4,26,15,11
5802,5,4,26,15,11
5803,5,4,26,15,11
5804,5,4,26,15,11
5805,5,4,26,15,11
5806,5,4,26,15,11
5807,5,4,26,15,11
5808,5,4,26,15,11
5809,5,4,26,15,11
5810,5,4,26,15,11
5811,5,4,26,15,11
5812,5,4,26,15,11
5813,5,4,26,15,11
5814,5,4,26,15,11
5815,5,4,26,15,11
5816,5,4,26,15,11
5817,5,4,26,15,11
5818,5,4,26,15,11
5819,5,4,26,15,11
5820,5,4,26,15,11
5821,5,4,26,15,11
5822,5,4,26,15,11
5823,5,4,26,15,11
5824,5,4,26,15,11
5825,5,4,26,15,11
5826,5,4,26,15,11
5827,5,4,26,15,11
5828,5,4,26,15,11
5829,5,4,26,15,11
5830,5,4,26,15,11
5831,5,4,26,15,11
5832,5,4,26,15,11
5833,5,4,26,15,11
5834,5,4,26,15,11
5835,5,4,26,15,11
5836,5,4,26,15,11
5837,5,4,26,15,11
5838,5,4,26,15,11
5839,5,4,26,15,11
5840,5,4,26,15,11
5841,5,4,26,15,11
5842,5,4,26,15,11
5843,5,4,26,15,11
5844,5,4,26,15,11
5845,5,4,26,15,11
5846,5,4,26,15,11
